City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,ghadamis,30.1337,30.1337,30.44,32,0,4.96,LY,1690433633
1,suwannaphum,15.6035,15.6035,34.92,50,66,4.93,TH,1690433634
2,college,64.8569,64.8569,29.21,57,75,0.0,US,1690433369
3,klyuchi,52.2667,52.2667,22.7,48,100,5.61,RU,1690433586
4,bamboo flat,11.7,11.7,30.05,79,40,6.69,IN,1690433634
5,port-aux-francais,-49.35,-49.35,4.61,79,83,15.3,TF,1690433530
6,aitape,-3.1374,-3.1374,27.93,80,95,0.51,PG,1690433635
7,vilyuchinsk,52.9306,52.9306,21.15,85,99,2.82,RU,1690433562
8,labrador city,52.9463,52.9463,11.95,94,100,2.06,CA,1690433582
9,edinburgh of the seven seas,-37.0676,-37.0676,10.71,55,71,9.37,SH,1690433543
10,sinabang,2.4803,2.4803,29.58,69,83,1.85,ID,1690433552
11,oranjemund,-28.55,-28.55,11.09,71,0,2.46,NA,1690433612
12,grytviken,-54.2811,-54.2811,0.98,99,100,5.68,GS,1690433246
13,adamstown,-25.066,-25.066,19.5,60,28,3.87,PN,1690433529
14,ribeira grande,38.5167,38.5167,22.65,96,62,2.68,PT,1690433284
15,velizh,55.6056,55.6056,15.38,88,100,1.23,RU,1690433637
16,puerto cabezas,14.0351,14.0351,25.74,86,100,3.37,NI,1690433637
17,sydney mines,46.2367,46.2367,22.72,90,20,4.12,CA,1690433637
18,ovruch,51.3246,51.3246,16.88,98,100,2.6,UA,1690433638
19,papao,-17.75,-17.75,24.82,81,34,1.66,PF,1690433639
20,waitangi,-43.9535,-43.9535,7.12,54,91,7.32,NZ,1690433252
21,puerto carreno,6.189,6.189,25.42,88,100,1.93,CO,1690433639
22,tura,25.5198,25.5198,29.28,73,99,3.23,IN,1690433603
23,sao tome,0.3365,0.3365,24.05,87,93,3.72,ST,1690433639
24,kodiak,57.79,57.79,13.73,82,40,4.12,US,1690433537
25,atafu village,-8.5421,-8.5421,28.69,75,96,8.15,TK,1690433548
26,bubaque,11.2833,11.2833,27.52,81,100,5.35,GW,1690433640
27,afaahiti,-17.75,-17.75,23.93,83,61,2.93,PF,1690433640
28,kovdor,67.5662,67.5662,11.72,92,100,0.45,RU,1690433640
29,homer,59.6425,59.6425,16.69,83,0,4.02,US,1690433641
30,khandyga,62.6667,62.6667,23.38,27,0,4.95,RU,1690433542
31,invercargill,-46.4,-46.4,7.37,75,99,6.21,NZ,1690433566
32,port mathurin,-19.6833,-19.6833,23.56,80,32,7.62,MU,1690433548
33,fortuna,40.5982,40.5982,14.43,94,0,3.6,US,1690433534
